dirid,first,last,fullname,female,ethnicity,ethnicity_recode,names,predictions,confidences,predictions_recode,predictions_recode_strict
35266.0,james,thomas,JAMES R THOMAS II,,U,Unknown,JAMES R THOMAS II,Celtic,81.343,White,White
35267.0,richard,albosta,RICHARD F ALBOSTA,,U,Unknown,RICHARD F ALBOSTA,Hispanic,97.893,Hispanic,Hispanic
35268.0,donald,hodel,DONALD P HODEL,,U,Unknown,DONALD P HODEL,Celtic,53.934,White,Unknown
35269.0,malcolm,jozoff,MALCOLM JOZOFF,,U,Unknown,MALCOLM JOZOFF,African,89.532,Black,Black
35270.0,paul,beideman,PAUL S BEIDEMAN,,CAUCASIAN,White,PAUL S BEIDEMAN,Celtic,82.337,White,White
35271.0,gerald,mayo,GERALD E MAYO,,U,Unknown,GERALD E MAYO,African,70.281,Black,Unknown
35272.0,dixon,spangler,C DIXON SPANGLER JR,,U,Unknown,C DIXON SPANGLER JR,Hispanic,92.601,Hispanic,Hispanic
35273.0,ronald,terry,RONALD A TERRY,,U,Unknown,RONALD A TERRY,Celtic,58.99,White,Unknown
35274.0,phyllis,davis,PHYLLIS B DAVIS,1.0,C,White,PHYLLIS B DAVIS,Celtic,82.729,White,White
35277.0,tylee,wilson,J TYLEE WILSON,0.0,C,White,J TYLEE WILSON,Celtic,60.833,White,Unknown
35279.0,george,brophy,GEORGE T BROPHY,0.0,U,Unknown,GEORGE T BROPHY,Celtic,68.432,White,Unknown
35280.0,richard,gunderson,RICHARD L GUNDERSON,0.0,U,Unknown,RICHARD L GUNDERSON,Nordic,65.479,White,Unknown
35281.0,richard,crane,RICHARD P CRANE JR,0.0,C,White,RICHARD P CRANE JR,Hispanic,93.644,Hispanic,Hispanic
35283.0,maynard,holt,R MAYNARD HOLT,0.0,U,Unknown,R MAYNARD HOLT,Celtic,63.054,White,Unknown
35284.0,harold,roitenberg,HAROLD ROITENBERG,,U,Unknown,HAROLD ROITENBERG,Nordic,90.109,White,White
35287.0,robert,mcclements,ROBERT MCCLEMENTS JR,,U,Unknown,ROBERT MCCLEMENTS JR,Celtic,73.06,White,White
35290.0,john,beck,JOHN C BECK,0.0,U,Unknown,JOHN C BECK,Celtic,49.728,White,Unknown
35291.0,thomas,macavoy,THOMAS C MACAVOY,0.0,U,Unknown,THOMAS C MACAVOY,European,43.88,White,Unknown
35292.0,richard,wood,RICHARD D WOOD,,U,Unknown,RICHARD D WOOD,Celtic,88.618,White,White
35296.0,ernest,lorch,ERNEST H LORCH,0.0,C,White,ERNEST H LORCH,Celtic,54.792,White,Unknown
35297.0,peter,flaherty,PETER L FLAHERTY JR,,U,Unknown,PETER L FLAHERTY JR,Celtic,57.84,White,Unknown
35298.0,walter,girardin,WALTER GIRARDIN,,U,Unknown,WALTER GIRARDIN,European,89.614,White,White
35299.0,mark,groban,MARK D GROBAN,0.0,U,Unknown,MARK D GROBAN,Celtic,73.531,White,White
35300.0,creighton,schenck,CREIGHTON R SCHENCK,,U,Unknown,CREIGHTON R SCHENCK,Celtic,63.267,White,Unknown
35302.0,alfred,talamantes,ALFRED TALAMANTES,0.0,U,Unknown,ALFRED TALAMANTES,Hispanic,88.553,Hispanic,Hispanic
35304.0,joseph,parini,JOSEPH A PARINI,,U,Unknown,JOSEPH A PARINI,African,31.771,Black,Unknown
35306.0,stanley,dahlman,STANLEY M DAHLMAN,,U,Unknown,STANLEY M DAHLMAN,Nordic,52.862,White,Unknown
35307.0,george,jochum,GEORGE T JOCHUM,,U,Unknown,GEORGE T JOCHUM,African,92.827,Black,Black
35310.0,ralph,ketchum,RALPH D KETCHUM,0.0,U,Unknown,RALPH D KETCHUM,Celtic,61.467,White,Unknown
35311.0,john,newton,JOHN T NEWTON,,U,Unknown,JOHN T NEWTON,Celtic,77.456,White,White
35312.0,mira,ball,MIRA S BALL,1.0,U,Unknown,MIRA S BALL,Celtic,45.251,White,Unknown
35313.0,edward,graham,EDWARD J. GRAHAM,,CAUCASIAN,White,EDWARD J. GRAHAM,Celtic,90.814,White,White
35314.0,frank,ramsey,FRANK V RAMSEY JR,,U,Unknown,FRANK V RAMSEY JR,European,32.826,White,Unknown
35315.0,charles,shearer,CHARLES L SHEARER,,U,Unknown,CHARLES L SHEARER,Celtic,80.273,White,White
35316.0,lee,todd,LEE T TODD JR,,U,Unknown,LEE T TODD JR,Nordic,53.186,White,Unknown
35317.0,harry,hoe,HARRY M HOE,,U,Unknown,HARRY M HOE,SouthAsian,50.933,Indian,Unknown
35318.0,milton,hudson,MILTON W HUDSON,,U,Unknown,MILTON W HUDSON,Celtic,50.762,White,Unknown
35319.0,arthur,rock,ARTHUR ROCK,0.0,C,White,ARTHUR ROCK,Celtic,52.331,White,Unknown
35321.0,william,pogue,WILLIAM A POGUE,0.0,U,Unknown,WILLIAM A POGUE,Celtic,57.456,White,Unknown
35323.0,douglas,johnson,DOUGLAS W. JOHNSON,,CAUCASIAN,White,DOUGLAS W. JOHNSON,Celtic,58.164,White,Unknown
35325.0,harry,corless,HARRY CORLESS,0.0,C,White,HARRY CORLESS,Celtic,81.479,White,White
35326.0,john,hanna,JOHN O HANNA,0.0,C,White,JOHN O HANNA,African,93.714,Black,Black
35327.0,gerald,huber,GERALD A HUBER,0.0,C,White,GERALD A HUBER,African,45.918,Black,Unknown
35328.0,kent,sivillo,KENT R SIVILLO,,U,Unknown,KENT R SIVILLO,Hispanic,98.34,Hispanic,Hispanic
35329.0,vaden,fitton,VADEN FITTON,0.0,C,White,VADEN FITTON,European,68.086,White,Unknown
35331.0,charles,baker,CHARLES D BAKER,0.0,C,White,CHARLES D BAKER,Celtic,86.605,White,White
35332.0,mark,schwabero,MARK SCHWABERO,,CAUCASIAN,White,MARK SCHWABERO,African,29.802,Black,Unknown
35337.0,peter,converse,PETER CONVERSE,,CAUCASIAN,White,PETER CONVERSE,Celtic,58.057,White,Unknown
35339.0,douglas,fisher,W. DOUGLAS FISHER,,CAUCASIAN,White,W. DOUGLAS FISHER,Celtic,72.853,White,White
35341.0,julie,blake,JULIE K BLAKE,,U,Unknown,JULIE K BLAKE,Celtic,79.94,White,White
35342.0,john,bogardus,JOHN A BOGARDUS JR,0.0,U,Unknown,JOHN A BOGARDUS JR,African,66.942,Black,Unknown
35343.0,william,may,WILLIAM F MAY,,U,Unknown,WILLIAM F MAY,Celtic,76.04,White,White
35344.0,barry,romeril,BARRY D ROMERIL,0.0,C,White,BARRY D ROMERIL,Celtic,34.087,White,Unknown
35345.0,john,silber,JOHN R SILBER,0.0,U,Unknown,JOHN R SILBER,Celtic,85.852,White,White
35347.0,philippe,de,PHILIPPE DE MONTEBELLO,,U,Unknown,PHILIPPE DE MONTEBELLO,European,97.08,White,White
35348.0,john,stookey,JOHN HOYT STOOKEY,0.0,U,Unknown,JOHN HOYT STOOKEY,Celtic,94.252,White,White
35349.0,paul,douglas,PAUL W DOUGLAS,,U,Unknown,PAUL W DOUGLAS,Celtic,81.076,White,White
35350.0,carroll,wainwright,CARROLL L WAINWRIGHT JR,,U,Unknown,CARROLL L WAINWRIGHT JR,Celtic,61.085,White,Unknown
35351.0,ruth,wooden,RUTH A WOODEN,1.0,C,White,RUTH A WOODEN,Celtic,75.53,White,White
35352.0,peter,crisp,PETER O CRISP,0.0,C,White,PETER O CRISP,Celtic,61.91,White,Unknown
35353.0,frederic,hamilton,FREDERIC C HAMILTON,0.0,U,Unknown,FREDERIC C HAMILTON,Celtic,45.581,White,Unknown
35354.0,richard,tucker,RICHARD F TUCKER,0.0,U,Unknown,RICHARD F TUCKER,Celtic,83.818,White,White
35355.0,james,futterknecht,JAMES O FUTTERKNECHT JR,0.0,U,Unknown,JAMES O FUTTERKNECHT JR,Hispanic,56.208,Hispanic,Unknown
35356.0,joseph,robinson,JOSEPH A ROBINSON,0.0,U,Unknown,JOSEPH A ROBINSON,Celtic,77.471,White,White
35357.0,james,sommer,JAMES K SOMMER,0.0,U,Unknown,JAMES K SOMMER,Celtic,42.926,White,Unknown
35358.0,john,keane,JOHN G KEANE,0.0,U,Unknown,JOHN G KEANE,Celtic,88.204,White,White
35359.0,richard,place,RICHARD A PLACE,0.0,U,Unknown,RICHARD A PLACE,Celtic,57.305,White,Unknown
35360.0,ralph,whitney,RALPH R WHITNEY JR,0.0,U,Unknown,RALPH R WHITNEY JR,Hispanic,72.264,Hispanic,Hispanic
35365.0,h,tower,H L TOWER,0.0,C,White,H L TOWER,Celtic,74.355,White,White
35369.0,robert,buchanan,ROBERT C BUCHANAN,0.0,U,Unknown,ROBERT C BUCHANAN,Celtic,77.445,White,White
35370.0,james,forbes,JAMES L FORBES,0.0,U,Unknown,JAMES L FORBES,Celtic,91.813,White,White
35371.0,paul,johnson,C PAUL JOHNSON,0.0,U,Unknown,C PAUL JOHNSON,Celtic,66.111,White,Unknown
35372.0,roger,derusha,ROGER H DERUSHA,0.0,U,Unknown,ROGER H DERUSHA,European,36.873,White,Unknown
35373.0,daniel,mckeithan,DANIEL F MCKEITHAN JR,0.0,U,Unknown,DANIEL F MCKEITHAN JR,Hispanic,93.325,Hispanic,Hispanic
35374.0,george,chester,GEORGE M CHESTER JR,0.0,U,Unknown,GEORGE M CHESTER JR,Hispanic,95.297,Hispanic,Hispanic
35375.0,joe,hladky,JOE F HLADKY,0.0,U,Unknown,JOE F HLADKY,African,46.382,Black,Unknown
35376.0,william,croft,WILLIAM C CROFT,0.0,C,White,WILLIAM C CROFT,Celtic,87.937,White,White
35377.0,myron,wentz,MYRON W WENTZ,0.0,Unknown,Unknown,MYRON W WENTZ,African,81.108,Black,Black
35378.0,robert,anciaux,ROBERT ANCIAUX,,UNKNOWN,Unknown,ROBERT ANCIAUX,European,97.067,White,White
35379.0,ronald,poelman,RONALD S POELMAN,,UNKNOWN,Unknown,RONALD S POELMAN,African,81.176,Black,Black
35380.0,denis,waitley,DENIS E WAITLEY,0.0,Unknown,Unknown,DENIS E WAITLEY,Celtic,77.851,White,White
35381.0,jerry,mcclain,JERRY G MCCLAIN,0.0,Unknown,Unknown,JERRY G MCCLAIN,Celtic,86.746,White,White
35382.0,clifford,smith,CLIFFORD V SMITH JR,0.0,U,Unknown,CLIFFORD V SMITH JR,Hispanic,78.204,Hispanic,Hispanic
35383.0,edward,brandon,EDWARD R BRANDON,0.0,U,Unknown,EDWARD R BRANDON,Hispanic,65.616,Hispanic,Unknown
35384.0,deborah,henretta,DEBORAH A. HENRETTA,,CAUCASIAN,White,DEBORAH A. HENRETTA,Celtic,47.176,White,Unknown
35385.0,sandra,austin,SANDRA HARDEN AUSTIN,,U,Unknown,SANDRA HARDEN AUSTIN,Celtic,45.305,White,Unknown
35386.0,michael,giftos,P. MICHAEL GIFTOS,,CAUCASIAN,White,P. MICHAEL GIFTOS,African,61.945,Black,Unknown
35387.0,douglas,pasquale,DOUGLAS M. PASQUALE,,CAUCASIAN,White,DOUGLAS M. PASQUALE,Celtic,59.05,White,Unknown
35389.0,danny,huff,DANNY W HUFF,0.0,Unknown,Unknown,DANNY W HUFF,Celtic,70.351,White,Unknown
35390.0,carl,pforzheimer,CARL H PFORZHEIMER III,0.0,U,Unknown,CARL H PFORZHEIMER III,African,50.139,Black,Unknown
35391.0,louis,berkman,LOUIS BERKMAN,0.0,U,Unknown,LOUIS BERKMAN,African,73.867,Black,Black
35392.0,alvin,keller,ALVIN G KELLER,0.0,U,Unknown,ALVIN G KELLER,Nordic,46.821,White,Unknown
35393.0,bruce,laboon,R. BRUCE LABOON,,CAUCASIAN,White,R. BRUCE LABOON,African,49.662,Black,Unknown
35396.0,pehr,gyllenhammar,PEHR G GYLLENHAMMAR,0.0,U,Unknown,PEHR G GYLLENHAMMAR,Nordic,99.767,White,White
35398.0,albert,costello,ALBERT J COSTELLO,0.0,C,White,ALBERT J COSTELLO,European,69.777,White,Unknown
35399.0,charles,prince,CHARLES PRINCE,,CAUCASIAN,White,CHARLES PRINCE,Celtic,82.238,White,White
35401.0,robert,willumstad,ROBERT B WILLUMSTAD,,CAUCASIAN,White,ROBERT B WILLUMSTAD,Nordic,99.536,White,White
35402.0,walter,beran,WALTER F BERAN,,U,Unknown,WALTER F BERAN,European,79.44,White,White
35403.0,robert,soldoveri,ROBERT C. SOLDOVERI,,UNKNOWN,Unknown,ROBERT C. SOLDOVERI,European,69.766,White,Unknown
35404.0,william,preston,WILLIAM A PRESTON,,U,Unknown,WILLIAM A PRESTON,Celtic,87.628,White,White
35405.0,millard,pryor,MILLARD H PRYOR JR,0.0,U,Unknown,MILLARD H PRYOR JR,Hispanic,92.775,Hispanic,Hispanic
35406.0,ely,callaway,ELY CALLAWAY,0.0,C,White,ELY CALLAWAY,Hispanic,96.686,Hispanic,Hispanic
35407.0,donald,dye,DONALD H DYE,,U,Unknown,DONALD H DYE,Celtic,77.528,White,White
35408.0,frederick,port,FREDERICK R PORT,0.0,C,White,FREDERICK R PORT,Celtic,57.693,White,Unknown
35409.0,michael,sherwin,MICHAEL SHERWIN,0.0,U,Unknown,MICHAEL SHERWIN,Celtic,74.891,White,White
35412.0,william,weaver,WILLIAM M WEAVER JR,,U,Unknown,WILLIAM M WEAVER JR,Celtic,78.157,White,White
35413.0,charles,robinson,CHARLES W ROBINSON,,U,Unknown,CHARLES W ROBINSON,Celtic,70.882,White,Unknown
35414.0,brewster,atwater,H BREWSTER ATWATER JR,0.0,C,White,H BREWSTER ATWATER JR,African,77.46,Black,Black
35415.0,johnetta,cole,JOHNETTA B COLE,1.0,U,Unknown,JOHNETTA B COLE,Celtic,68.103,White,Unknown
35416.0,derek,birkin,DEREK BIRKIN,0.0,U,Unknown,DEREK BIRKIN,Celtic,86.753,White,White
35417.0,lloyd,elam,LLOYD C ELAM,0.0,B,Black,LLOYD C ELAM,African,81.204,Black,Black
35419.0,gale,klappa,GALE E. KLAPPA,,CAUCASIAN,White,GALE E. KLAPPA,SouthAsian,71.899,Indian,Unknown
35423.0,edward,landry,EDWARD A LANDRY,0.0,U,Unknown,EDWARD A LANDRY,Celtic,75.134,White,White
35425.0,peter,stott,PETER W. STOTT,,CAUCASIAN,White,PETER W. STOTT,Celtic,74.71,White,White
35427.0,ronald,pankau,RONALD A. PANKAU,,CAUCASIAN,White,RONALD A. PANKAU,Celtic,53.898,White,Unknown
35428.0,darrell,knudson,DARRELL G KNUDSON,0.0,U,Unknown,DARRELL G KNUDSON,Celtic,69.638,White,Unknown
35431.0,gary,katler,GARY M. KATLER,,CAUCASIAN,White,GARY M. KATLER,Celtic,53.547,White,Unknown
35433.0,edward,bell,EDWARD F BELL,0.0,U,Unknown,EDWARD F BELL,Celtic,80.416,White,White
35434.0,rodney,gilbert,RODNEY C GILBERT,0.0,C,White,RODNEY C GILBERT,African,74.123,Black,Black
35435.0,john,foy,JOHN T FOY,0.0,Unknown,Unknown,JOHN T FOY,Celtic,81.284,White,White
35438.0,robert,cambell,ROBERT H CAMBELL,0.0,C,White,ROBERT H CAMBELL,Celtic,86.537,White,White
35442.0,robert,hummel,ROBERT P HUMMEL,,U,Unknown,ROBERT P HUMMEL,European,41.336,White,Unknown
35444.0,mary,nelson,MARY D NELSON,1.0,U,Unknown,MARY D NELSON,Celtic,86.706,White,White
35449.0,william,friedlander,WILLIAM A FRIEDLANDER,0.0,U,Unknown,WILLIAM A FRIEDLANDER,Celtic,59.533,White,Unknown
35450.0,wiley,caldwell,WILEY N CALDWELL,0.0,C,White,WILEY N CALDWELL,Celtic,72.451,White,White
35452.0,franklin,cole,FRANKLIN A COLE,,U,Unknown,FRANKLIN A COLE,African,47.537,Black,Unknown
35453.0,richard,mead,D RICHARD MEAD JR,0.0,C,White,D RICHARD MEAD JR,Hispanic,48.922,Hispanic,Unknown
35454.0,william,conway,WILLIAM F CONWAY,0.0,U,Unknown,WILLIAM F CONWAY,Celtic,88.792,White,White
35462.0,lawrence,nash,LAWRENCE R NASH,0.0,U,Unknown,LAWRENCE R NASH,Celtic,65.927,White,Unknown
35463.0,glenn,rupp,GLENN N RUPP,0.0,U,Unknown,GLENN N RUPP,Celtic,82.918,White,White
35466.0,alex,bernhardt,G ALEX BERNHARDT,,U,Unknown,G ALEX BERNHARDT,European,68.056,White,Unknown
35469.0,jerome,richardson,JEROME J RICHARDSON,0.0,C,White,JEROME J RICHARDSON,Celtic,63.867,White,Unknown
35470.0,adrian,tocklin,ADRIAN M TOCKLIN,1.0,U,Unknown,ADRIAN M TOCKLIN,Celtic,73.276,White,White
35471.0,james,carey,JAMES H CAREY,0.0,C,White,JAMES H CAREY,Celtic,91.82,White,White
35472.0,andrew,kim,ANDREW B KIM,0.0,U,Unknown,ANDREW B KIM,EastAsian,47.929,Asian,Unknown
35473.0,william,swindells,WILLIAM SWINDELLS,0.0,U,Unknown,WILLIAM SWINDELLS,Celtic,67.304,White,Unknown
35477.0,dean,phypers,DEAN P PHYPERS,0.0,C,White,DEAN P PHYPERS,Celtic,85.513,White,White
35478.0,john,ruffle,JOHN F RUFFLE,0.0,C,White,JOHN F RUFFLE,Celtic,90.655,White,White
35483.0,candy,osbourn,CANDY OSBOURN,1.0,U,Unknown,CANDY OSBOURN,Celtic,57.873,White,Unknown
35484.0,oscar,boldt,OSCAR C BOLDT,0.0,U,Unknown,OSCAR C BOLDT,Nordic,97.093,White,White
35485.0,paul,ferri,PAUL J FERRI,0.0,C,White,PAUL J FERRI,European,34.068,White,Unknown
35486.0,burleigh,jacobs,BURLEIGH E JACOBS,0.0,C,White,BURLEIGH E JACOBS,African,75.147,Black,Black
35487.0,james,kress,JAMES F KRESS,0.0,C,White,JAMES F KRESS,Celtic,88.279,White,White
35488.0,jack,kellner,JACK F KELLNER,,U,Unknown,JACK F KELLNER,Celtic,76.975,White,White
35489.0,james,wright,JAMES O WRIGHT,0.0,C,White,JAMES O WRIGHT,Celtic,65.209,White,Unknown
35492.0,david,christensen,DAVID CHRISTENSEN,0.0,U,Unknown,DAVID CHRISTENSEN,Nordic,95.283,White,White
35493.0,lyman,bretting,H LYMAN BRETTING,,U,Unknown,H LYMAN BRETTING,African,54.735,Black,Unknown
35495.0,dale,haakenstad,DALE HAAKENSTAD,0.0,U,Unknown,DALE HAAKENSTAD,Nordic,99.76,White,White
35496.0,lester,coleman,LESTER E COLEMAN,0.0,C,White,LESTER E COLEMAN,African,52.851,Black,Unknown
35497.0,jerry,caulder,JERRY D CAULDER,0.0,U,Unknown,JERRY D CAULDER,Celtic,67.885,White,Unknown
35498.0,murray,yeomans,MURRAY M YEOMANS,0.0,C,White,MURRAY M YEOMANS,Celtic,50.347,White,Unknown
35499.0,marcus,alexis,MARCUS ALEXIS,0.0,U,Unknown,MARCUS ALEXIS,European,61.065,White,Unknown
35500.0,safford,peacock,H SAFFORD PEACOCK,0.0,C,White,H SAFFORD PEACOCK,Celtic,91.088,White,White
35501.0,richard,ullman,RICHARD N ULLMAN,0.0,U,Unknown,RICHARD N ULLMAN,Celtic,57.617,White,Unknown
35502.0,willard,bunn,WILLARD BUNN III,0.0,C,White,WILLARD BUNN III,EastAsian,42.72,Asian,Unknown
35503.0,homer,holland,HOMER J HOLLAND,0.0,U,Unknown,HOMER J HOLLAND,Nordic,88.243,White,White
35504.0,katherine,smith,KATHERINE E SMITH,1.0,C,White,KATHERINE E SMITH,Celtic,80.345,White,White
35506.0,henry,pearsall,HENRY B PEARSALL,,U,Unknown,HENRY B PEARSALL,Celtic,88.64,White,White
35507.0,gary,driggs,GARY H DRIGGS,0.0,U,Unknown,GARY H DRIGGS,Celtic,72.437,White,White
35513.0,lowell,davis,H LOWELL DAVIS,0.0,U,Unknown,H LOWELL DAVIS,Celtic,80.506,White,White
35514.0,john,dickson,JOHN J DICKSON,,UNKNOWN,Unknown,JOHN J DICKSON,Celtic,80.244,White,White
35515.0,david,wescott,DAVID J. WESCOTT,,CAUCASIAN,White,DAVID J. WESCOTT,Celtic,90.939,White,White
35517.0,tomo,razmilovic,TOMO RAZMILOVIC,0.0,U,Unknown,TOMO RAZMILOVIC,Nordic,88.6,White,White
35521.0,larry,westbrook,W WESTBROOK,,CAUCASIAN,White,W WESTBROOK,Celtic,71.473,White,Unknown
35523.0,gary,rainwater,GARY L RAINWATER,,CAUCASIAN,White,GARY L RAINWATER,Celtic,79.044,White,White
35524.0,deanne,julius,DEANNE JULIUS,,UNKNOWN,Unknown,DEANNE JULIUS,Celtic,58.822,White,Unknown
35526.0,ernest,hardee,ERNEST F HARDEE,,U,Unknown,ERNEST F HARDEE,African,64.218,Black,Unknown
35529.0,edward,pleasants,C EDWARD PLEASANTS JR,0.0,C,White,C EDWARD PLEASANTS JR,European,48.567,White,Unknown
35531.0,paul,barringer,PAUL B BARRINGER,0.0,C,White,PAUL B BARRINGER,Celtic,89.826,White,White
35533.0,joseph,mcaleer,JOSEPH A MCALEER,0.0,U,Unknown,JOSEPH A MCALEER,Celtic,64.603,White,Unknown
35538.0,richard,janeway,RICHARD JANEWAY,0.0,C,White,RICHARD JANEWAY,Celtic,84.636,White,White
35541.0,david,snow,"DAVID B. SNOW, JR.",,CAUCASIAN,White,"DAVID B. SNOW, JR.",Hispanic,95.836,Hispanic,Hispanic
35542.0,thomas,page,THOMAS A PAGE,,U,Unknown,THOMAS A PAGE,Celtic,62.242,White,Unknown
35543.0,ralph,ocampo,RALPH R OCAMPO,0.0,C,White,RALPH R OCAMPO,Hispanic,98.715,Hispanic,Hispanic
35544.0,brian,strom,BRIAN L STROM,0.0,Caucasian,White,BRIAN L STROM,Nordic,94.43,White,White
35545.0,robert,goldsmith,ROBERT H GOLDSMITH,0.0,C,White,ROBERT H GOLDSMITH,Celtic,70.755,White,Unknown
35546.0,daniel,derbes,DANIEL W DERBES,0.0,C,White,DANIEL W DERBES,Celtic,50.738,White,Unknown
35548.0,ann,burr,ANN BURR,1.0,C,White,ANN BURR,Celtic,90.148,White,White
35549.0,william,powell,WILLIAM H. POWELL,,CAUCASIAN,White,WILLIAM H. POWELL,Celtic,87.95,White,White
35551.0,thomas,horton,THOMAS R HORTON,0.0,U,Unknown,THOMAS R HORTON,Celtic,90.339,White,White
35552.0,charles,elliott,CHARLES W ELLIOTT,0.0,U,Unknown,CHARLES W ELLIOTT,Celtic,72.882,White,White
35553.0,john,cauley,JOHN F CAULEY,0.0,U,Unknown,JOHN F CAULEY,Celtic,94.134,White,White
35554.0,william,balderston,WILLIAM BALDERSTON III,,U,Unknown,WILLIAM BALDERSTON III,Celtic,65.156,White,Unknown
35555.0,constance,mitchell,CONSTANCE M MITCHELL,1.0,U,Unknown,CONSTANCE M MITCHELL,African,64.785,Black,Unknown
35556.0,allan,dugan,ALLAN E DUGAN,0.0,C,White,ALLAN E DUGAN,Nordic,38.518,White,Unknown
35557.0,angelo,chiarella,ANGELO J CHIARELLA,0.0,U,Unknown,ANGELO J CHIARELLA,European,96.103,White,White
35559.0,cornelius,murphy,CORNELIUS J MURPHY,,U,Unknown,CORNELIUS J MURPHY,Celtic,44.668,White,Unknown
35560.0,ralph,bailey,RALPH E BAILEY,0.0,U,Unknown,RALPH E BAILEY,Celtic,80.336,White,White
35563.0,wilfred,schmoe,WILFRED P SCHMOE,0.0,U,Unknown,WILFRED P SCHMOE,African,54.479,Black,Unknown
35579.0,lynne,cheney,LYNNE V CHENEY,1.0,C,White,LYNNE V CHENEY,Celtic,62.065,White,Unknown
35582.0,houston,flournoy,HOUSTON I FLOURNOY,0.0,C,White,HOUSTON I FLOURNOY,Muslim,55.49,MiddleEastern,Unknown
35584.0,edward,hood,EDWARD E HOOD JR,0.0,U,Unknown,EDWARD E HOOD JR,Hispanic,51.472,Hispanic,Unknown
35586.0,vincent,marafino,VINCENT N MARAFINO,,U,Unknown,VINCENT N MARAFINO,Hispanic,94.286,Hispanic,Hispanic
35594.0,james,hambrick,JAMES L HAMBRICK,,CAUCASIAN,White,JAMES L HAMBRICK,Celtic,92.249,White,White
35595.0,carlisle,trost,CARLISLE AH TROST,0.0,U,Unknown,CARLISLE AH TROST,Celtic,81.239,White,White
35598.0,colin,corness,COLIN R CORNESS,,U,Unknown,COLIN R CORNESS,Celtic,79.033,White,White
35599.0,joseph,bowler,E. JOSEPH BOWLER,,UNKNOWN,Unknown,E. JOSEPH BOWLER,Celtic,87.371,White,White
35601.0,john,aalfs,JOHN W AALFS,0.0,U,Unknown,JOHN W AALFS,Nordic,99.126,White,White
35603.0,george,sella,GEORGE J SELLA JR,0.0,U,Unknown,GEORGE J SELLA JR,Hispanic,27.994,Hispanic,Unknown
35604.0,ted,simmons,TED D SIMMONS,,U,Unknown,TED D SIMMONS,Nordic,90.948,White,White
35605.0,ross,christensen,ROSS D CHRISTENSEN,,U,Unknown,ROSS D CHRISTENSEN,Nordic,97.457,White,White
35606.0,john,colloton,JOHN W COLLOTON,0.0,C,White,JOHN W COLLOTON,Celtic,77.747,White,White
35607.0,frank,cottrell,FRANK S COTTRELL,0.0,U,Unknown,FRANK S COTTRELL,Celtic,78.601,White,White
35608.0,mel,foster,MEL FOSTER JR,,U,Unknown,MEL FOSTER JR,Hispanic,98.639,Hispanic,Hispanic
35609.0,nolden,gentry,NOLDEN GENTRY,0.0,U,Unknown,NOLDEN GENTRY,African,53.702,Black,Unknown
35610.0,richard,lawson,RICHARD L LAWSON,0.0,U,Unknown,RICHARD L LAWSON,Celtic,80.191,White,White
35611.0,nancy,seifert,NANCY L SEIFERT,,U,Unknown,NANCY L SEIFERT,European,84.2,White,White
35612.0,scott,tinsman,W SCOTT TINSMAN,0.0,U,Unknown,W SCOTT TINSMAN,Celtic,55.524,White,Unknown
35613.0,leonard,woodruff,LEONARD L WOODRUFF,,U,Unknown,LEONARD L WOODRUFF,Celtic,76.454,White,White
35614.0,herman,gallegos,HERMAN E GALLEGOS,,U,Unknown,HERMAN E GALLEGOS,Hispanic,98.192,Hispanic,Hispanic
35616.0,joan,cooney,JOAN GANZ COONEY,1.0,C,White,JOAN GANZ COONEY,Hispanic,74.715,Hispanic,Hispanic
35618.0,john,mayo,JOHN S MAYO,0.0,C,White,JOHN S MAYO,Celtic,35.826,White,Unknown
35619.0,thomas,murphy,THOMAS S MURPHY,0.0,C,White,THOMAS S MURPHY,Celtic,88.117,White,White
35620.0,maxine,singer,MAXINE F SINGER,1.0,C,White,MAXINE F SINGER,Celtic,62.848,White,Unknown
35621.0,roger,smith,ROGER B SMITH,,U,Unknown,ROGER B SMITH,Celtic,86.298,White,White
35622.0,william,burgin,WILLIAM T BURGIN,0.0,U,Unknown,WILLIAM T BURGIN,Celtic,79.607,White,White
35623.0,william,comfort,WILLIAM T COMFORT JR,0.0,U,Unknown,WILLIAM T COMFORT JR,Hispanic,46.403,Hispanic,Unknown
35625.0,william,daniel,WILLIAM V DANIEL,0.0,U,Unknown,WILLIAM V DANIEL,Celtic,51.052,White,Unknown
35626.0,robert,oneil,ROBERT M O'NEIL,,U,Unknown,ROBERT M O'NEIL,African,45.139,Black,Unknown
35627.0,john,creedon,JOHN J CREEDON,,U,Unknown,JOHN J CREEDON,Celtic,87.895,White,White
35628.0,clay,hamner,W CLAY HAMNER,,U,Unknown,W CLAY HAMNER,Celtic,52.425,White,Unknown
35629.0,fielden,nutter,FIELDEN B NUTTER,0.0,U,Unknown,FIELDEN B NUTTER,European,49.158,White,Unknown
35632.0,ernest,hayeck,ERNEST S HAYECK,,U,Unknown,ERNEST S HAYECK,Celtic,46.825,White,Unknown
35633.0,joan,bok,JOAN T BOK,1.0,C,White,JOAN T BOK,EastAsian,66.768,Asian,Unknown
35634.0,robert,heyssel,ROBERT M HEYSSEL,0.0,C,White,ROBERT M HEYSSEL,African,59.952,Black,Unknown
35635.0,howard,love,HOWARD M LOVE,0.0,C,White,HOWARD M LOVE,Celtic,74.779,White,White
35636.0,frank,metz,FRANK A METZ JR,0.0,C,White,FRANK A METZ JR,Hispanic,62.955,Hispanic,Unknown
