names,predictions,confidences
EDMUND A HAJIM,else,55.764
JOSEPH P INGRASSIA,italian,23.688
CHARLES J LUELLEN,british,50.406
HENRY U HARRIS JR,else,77.373
DAVID PLASTOW,french,38.836
DAVID P. O'BRIEN,else,24.477
JANE L. PEVERETT,british,85.948
JOE E CHENOWETH,else,94.783
RUDY VAN DER MEER,dutch,98.939
JOSEPH M GRANT,british,30.286
ROBERT C HANNA,polish,61.955
W JEFFREY HART,zimbabwean,39.797
MYRA JONES,dutch,25.659
CW CARSON JR,dutch,31.022
TODD G COLE,else,89.961
DANIEL J MCNAMARA,else,74.631
KAREN ROSE,british,69.29
ROBERT E DILLON JR,british,44.648
LEONARD PETER SHARPE,british,54.917
ROBERT S. SINGER,hungarian,48.567
RUSSELL A GWILLIM,british,70.664
ROBERT A CHARPIE,british,72.626
ALLAN E GOTLIEB,danish,31.984
RICHARD E WALTON,british,82.28
CLAUDE BEBEAR,french,71.632
ANTHONY J HAMILTON,british,65.923
PETER C. JONES,british,26.144
MYRON DU BAIN,else,29.131
ROBERT W SCHRIER,polish,45.589
BURTON E SOBEL,german,18.634
NANCY C REYNOLDS,british,73.936
BILL SWISHER,british,73.529
H L HEMBREE III,else,86.719
CELESTE C MICHALSKI,polish,31.078
MICHAEL S PLUNKETT,danish,52.414
HERMAN J SCHMIDT,danish,95.538
ROBERT W COX,british,77.522
LEE LUI,else,31.387
JOHN B NEFF,british,48.702
LYNTON R WILSON,british,88.075
JACK FINKELSTEIN,german,33.597
A J FOYT JR,else,51.332
E H THORNTON JR,else,73.963
DOUGLAS M CONWAY,british,75.542
JOHN W MECOM JR,else,38.842
JOHN D BECKETT,british,68.342
RICHARD P GODWIN,british,51.255
PAUL WOLFOWITZ,german,69.801
JOHN ROBERT BROWN,british,96.482
PAUL L. JOSKOW,british,56.589
FRANK E SCOTT,british,24.018
JELINDO A TIBERTI,italian,56.133
FRED D GIBSON JR,british,46.098
ARTHUR M SMITH,british,65.588
LAWRENCE J SCHOENBERG,german,61.387
MARYE A FOX,british,60.231
THOMAS A VANDERSLICE,else,36.732
JOHN E PHIPPS,british,70.967
HAROLD A ECKMANN,german,85.271
JAMES W FRICK,british,80.674
ANDREW M CHAPMAN,british,74.27
ANNE EVANS ESTABROOK,british,45.664
JOHN KEAN,else,26.241
BARRY T PARKER,british,73.622
ANTHONY S CICATIELLO,italian,78.996
CHARLES B BENENSON,british,39.563
HUGO M PFALTZ JR,dutch,24.5
MAX PALEVSKY,else,40.709
TED KALBORG,danish,59.837
MACKO A E LAQUEUR,dutch,42.777
JW MCLEAN,else,62.278
CHARLES A DONABEDIAN,else,28.117
ROBERT L SANDMEYER,german,43.106
ARNOLD L CHAVKIN,russian,38.177
LUELLA B SLANER,else,44.283
JEAN-CLAUDE TINE,french,85.986
THOMAS C GRAHAM,british,43.763
W GEORGE MEREDITH,dutch,26.853
CARL L CAMPBELL,british,46.141
A JOSEPH ANTANAVAGE,french,51.358
UZAL H MARTZ JR,hungarian,25.575
MAX A MESSENGER,else,35.165
DON A ROSINI,italian,69.969
F DALE SCHOENEMAN,dutch,80.672
JUNE B BARRY,british,82.648
PAUL I DETWILER JR,dutch,59.813
WALTER W GRANT,british,52.997
RONALD C UNTERBERGER,else,43.317
F ALAN SMITH,british,53.603
G WILLIAM WARD,british,79.137
J GLENN BEALL JR,british,93.703
RICHARD W DEWALD,british,53.11
GERALD E FIELD,british,77.196
PHILIP C HERR II,else,42.226
WILLIAM L MILLER,british,44.808
ROBERT V HATCHER JR,british,48.693
ROBERT P BLACK,polish,26.893
HENRY L VALENTINE II,else,54.727
ROBERT E GREGORY JR,british,38.74
WILBUR G LEWELLEN,else,30.924
R JAMES WOOLSEY,british,82.392
FRANK S JONES,dutch,51.986
JOHN W LOOSE,british,76.558
ALBIN B MOSCHNER,german,34.288
KENNETH H OLSON,else,35.862
RAYMOND A ROSS JR,dutch,41.502
THOMAS A GARDNER,danish,25.464
FORREST R HASELTON,british,58.778
IRENE ESTEVES,nigerian,23.084
CAROL A RAE,british,62.126
DOUGLAS W FUERSTENAU,else,39.31
HENRY G GRUNDSTEDT,danish,58.48
JOHN NEERHOUT JR,danish,47.016
NICHOLAS L TRIVISONNO,italian,39.18
CHARLES E HUGEL,french,66.972
DAVID T KIMBALL,british,87.876
FRANK J WEZNIAK,polish,52.728
EDWIN J HOLMAN,dutch,93.254
FRANK K. ROSS,dutch,33.821
LENORE M. SULLIVAN,else,41.705
JAMES L KOCH,british,38.243
STEPHEN T VEHSLAGE,british,87.097
DAVID R CARPENTER,british,46.727
DELIA M REYES,else,58.243
ERIC J. FOSS,german,27.805
FRANK M SANCHEZ,else,60.671
ARTHUR W SCHMUTZ,german,32.528
LESLIE L KANUK,zimbabwean,18.885
MERRILL K CRAGUN,british,52.306
PAULA F MCQUEEN,else,77.631
EDWIN L RUSSELL,zimbabwean,25.795
AREND J SANDBULTE,dutch,72.256
WILLIAM L EISENHART,german,54.637
MICHAEL L. FINCH,danish,81.918
W. J. GORDON III,else,92.688
DAVID J. WEST,danish,24.502
RICHARD I FRICKE,british,31.357
THOMAS P SALMON,danish,21.836
RUTH W PAGE,british,82.971
LORRAINE E CHICKERING,british,83.79
ZACHARY W. CARTER,british,79.291
ELIZABETH T ALEXANDER,british,79.655
JOSE L CANCHOLA,spanish,95.959
JOHN A JETER,british,30.827
R B O'RIELLY,else,31.998
H WILSON SUNDT,german,37.838
CHRISTOPHER F EDLEY,british,76.083
SAMUEL E BARSHOP,british,65.143
GENE H BISHOP,else,33.331
WALTER M MISCHER,german,56.909
PETER I BIJUR,else,37.225
PETER S DAMON,hungarian,30.168
PETER B FREEMAN,danish,36.455
LARRY A LIEBENOW,british,49.425
WESLEY W MARPLE JR,else,51.965
JACEK MAKOWSKI,polish,99.138
MARGARET M STAPLETON,british,61.166
W NICHOLAS THORNDIKE,swedish,19.269
GERALD J LEWIS,british,60.081
EDWARD A MONTGOMERY JR,british,41.307
ROBERT A BECK,german,42.45
JAMES W CRAVENS,british,90.165
HAROLD J BAXTER,british,43.478
ROBERT J GREENEBAUM,german,43.022
JAY O LIGHT,british,31.681
WILLIAM R. NUTI,else,31.762
JOHN A SHANE,british,38.08
ROBERT J. CHRENC,polish,48.103
D WALTER ROBBINS JR,else,39.458
BEN BURDETSKY,else,25.287
ROBERT CLARK,british,55.616
GAREN K STAGLIN,else,81.028
JOHN J WHITACRE,british,41.059
ELIZABETH CROWNH VAUGHAN,british,91.801
CHARLES A LYNCH,else,55.512
LEE ABRAHAM,british,64.667
W MAX MCGEE,else,87.15
ROBERT S NICKOLOFF,british,51.097
CARLO GIERSCH,german,82.712
ABELARDO E. BRU,else,21.717
MYRA M. HART,british,38.014
PATRICIA A MCKAY,british,50.955
JAMES T CURRY JR,british,61.699
PETER STEEN,dutch,46.511
RICHARD BARTH,german,38.427
JOHN E ROBSON,british,56.609
JACK R BORSTING,danish,48.134
EDWARD L HENNESSY JR,british,25.749
DONALD L MILLER,else,39.819
HAROLD E SELLS,british,61.676
KENNETH J JAMES,british,76.961
JOHN J VIERA,else,73.864
WILLIAM A ANDERSON,british,46.654
ALAN J FREDIAN,british,36.916
JEAN C MURRAY,french,92.798
ROBERT A BOWMAN,british,81.987
MARGITA E WHITE,else,71.315
IRVING SCHNEIDER,german,72.775
RICHARD E SNYDER,british,81.05
THOMAS J STANTON JR,else,58.856
GEORGE NIGH,british,33.9
JOSEPH D WILLIAMS,zimbabwean,22.943
COLBY H CHANDLER,british,77.265
KENDRICK R WILSON III,else,77.969
CHARLES M REID,british,76.596
JEANETTE C KIMMEL,danish,37.454
ROBERT A SILVERBERG,swedish,81.323
GREG D HUDSON,british,46.616
WILLIAM H LOMICKA,polish,77.879
J HUGH DEVLIN,else,48.04
LEONARD S COLEMEN JR,dutch,80.213
SUSAN JULIA ROSS,british,64.456
SUSAN M WACHTER,british,91.065
CHARLES H WATTS II,else,72.97
SHEILA S BLAIR,british,26.384
JAMES B BOONE JR,else,81.229
ALBERT P BREWER,british,38.793
ROBERT J WILLIAMS,british,76.322
CRAIG CADWALADER,british,89.087
OTIS BOOTH JR,hungarian,34.666
DAN T DANIELS,else,37.282
PHILLIP L WILLIAMS,british,78.451
JOHN K CASTLE,british,72.369
ALAN H MILLER,british,46.455
ROBERT L SAN SOUCIE,french,86.498
DONALD J KIRK,else,45.657
WALTER M CABOT,else,46.163
LUCY WILSON BENSON,british,65.825
WALTER F WILLIAMS,british,66.572
WHITSON SADLER,zimbabwean,50.072
KILLIAN L HUGER JR,else,69.349
DAVID J TIPPECONNIC,swedish,22.807
V H VAN HORN III,else,76.521
ROBERT J SLATER,british,23.287
LAWRENCE E O'BRIEN,nigerian,38.778
DOUGLAS C MOAT,british,75.945
ALAN GERRY,british,85.811
ALTON E CIANCHETTE,french,27.476
MARION M KANE,british,57.586
WILLIAM C BULLOCK JR,else,69.778
RICHARD A. MANDELL,british,84.633
DAVID M CARLISLE,british,76.771
JANE J BUSH,danish,73.326
DAVID L SOKOL,hungarian,71.782
JOHN R SHINER,british,44.297
EDGAR D ARONSON,else,74.62
JUDITH E AYRES,british,57.477
JAMES I CASH,british,57.017
MAUD MATER,french,24.119
CHRISTINA SEIX,german,67.812
DENNIS DECONCINI,italian,94.141
JOEL I FERGUSON,else,38.669
JERRY M HULTIN,british,56.204
JAMES B NUTTER,else,41.703
HARRIETT F WOODS,british,46.411
JAMES K RISK III,else,50.974
K CLAY SMITH,else,48.551
SETH B HARRIS,british,75.648
JAMES L. WAINSCOTT,british,89.479
WILLIAM W BERRY,british,86.784
GILBERT M GROSVENOR,else,39.042
ROBERT C MATHIS,british,29.157
MICHAEL S SCOTT MORTON,british,90.681
JOHN B FRASER,british,47.116
MICHAEL B WILSON,british,51.755
WILLI ROELLI,german,85.954
LECIL E. COLE,else,52.55
GEORGE H. BARNES,british,39.408
MICHAEL D. HAUSE,german,83.079
JANE E NEWMAN,british,93.18
DONALD SANDERS,british,41.457
FRED J. FERRAZZANO,italian,54.772
JACK W KNOWLTON,british,84.8
ALVA V. SNIDER,dutch,19.237
SCOTT VAN DER KAR,dutch,94.538
J. LINK LEAVENS,dutch,57.026
E PAUL CASEY,british,57.437
DORCAS H. MCFARLANE,else,73.926
JOHN HUNT,british,83.327
VINCENT A MAI,chinese,74.749
ANTONIA SHUSTA,indian,18.462
JOHN R SASSO,italian,33.823
KATHRYN G THOMPSON,british,75.863
RICHARD S HICKOK,german,29.462
ADELE SMITH SIMMONS,british,89.122
ROBERT J LAFORTUNE,british,63.31
JACK A MACALLISTER,british,86.24
PETER C MEINIG,german,61.653
EDWARD L. EPSTEIN,else,34.946
JAMES C LEWIS,british,80.051
MICHAEL M. SMITH,danish,32.274
JEAN A MORI,french,75.707
JACOB C BELIN,danish,22.824
J NELSON FAIRBANKS,else,44.797
DAVID M FOSTER,british,73.928
ALLEN C HARPER,british,54.884
JOHN H MERCER JR,else,70.532
JJ PARRISH III,else,69.074
FRANK W CONSIDINE,french,35.223
STUART B ROSS,british,86.857
BILL W SORENSON,else,31.262
HERBERT M STEIN,german,81.733
HENRY R LEWIS,british,46.732
GEORGE JW GOODMAN,british,70.034
EDWARD A HORRIGAN JR,else,53.346
PHILIP A INCARNATI,italian,54.497
FRANK E. DANGEARD,british,56.919
RICHARD CISNE,british,40.477
RICHARD M WALL,british,81.282
BARBARA KLEIN,german,77.818
DONALD K ROSS,british,49.75
RICHARD A VOELL,british,82.507
A LEON FERGENSON,danish,25.037
JAMES MATTHEWS,british,44.39
DONALD D KUMMERFELD,else,50.033
JESUS SAINZ,spanish,97.588
TERRY ALLEN KRAMER,dutch,90.887
FREDERICK SEITZ,german,47.486
DAVID M ABSHIRE,british,67.2
NORMAN G EINSPRUCH,else,35.122
STANFORD S PENNER,british,62.872
JUDITH D MOYERS,british,58.555
ABRAHAM ZALEZNIK,polish,27.234
JEANNIE B HEDBERG,swedish,54.961
RICHARD J BLANGIARDI,italian,29.895
STEPHEN A. ROMANO,italian,29.912
JIMMY D. ROSS,british,60.524
MARY JANE FATE,british,80.18
JAMES E BRANDON,british,56.491
RANDOLPH H WATERFIELD JR,else,41.944
DONALD L MELLISH,else,56.706
SCOTT V. FAINOR,british,47.023
CHRISTIAN F. MARTIN IV,danish,77.053
R. CHADWICK PAUL JR.,dutch,37.134
LEE M MITCHELL,else,77.446
GLENN C BARBER,else,58.914
GERALDINE B LAYBOURNE,french,88.463
CALVIN N CLYDE JR,british,69.321
RICHARD J. HARRINGTON,british,89.557
JOSEPH P. SULLIVAN,else,40.714
JOHN R GALVIN,british,37.976
JOHN K GREENE,british,48.672
ARTHUR C NIELSEN,danish,95.862
RICHARD E BALZHISER,german,24.285
ATTALLAH KAPPAS,greek,49.546
JAMES A BAKER III,british,56.83
HELMUT VOLCKER,german,98.116
ALEXANDER F SCHILT,german,35.075
BERTRAM WOLFE,german,52.88
HENRI DE CASTRIES,french,95.027
W EDWIN JARMAIN,dutch,89.74
JEAN-RENE FOURTOU,french,99.155
KEVIN J BRADLEY,else,68.012
CONSTANCE K WEAVER,british,77.919
MARY ARNSTAD,else,95.24
THOMAS E DEWEY JR,else,48.203
RICHARD B KELLER,else,52.905
DWIGHT A SANGREY,british,32.552
CLIFFORD J CHRISTENSEN,danish,94.796
PETER H CONZE,british,31.515
W. DUDLEY LEHMAN,else,27.999
JONATHAN M NELSON,else,39.68
RAYMOND C TOWER,british,84.343
KENNETH M CURTIS,else,49.213
ROBERT J BUFORD,danish,19.615
ROBERT W GILLESPIE,british,66.007
RONALD B STAFFORD,british,44.151
NANCY B VEEDER,british,29.455
JOHN D VOLLARO,italian,57.952
MARTIN STONE,german,39.673
LESLIE L GONDA,zimbabwean,98.649
SERGE WEINBERG,french,35.621
AUSTIN LIST,british,31.107
BARBER B CONABLE JR,else,70.328
BURTON W KANTER,else,50.702
EDWIN I COLODNY,else,34.706
STANLEY M BURKE,british,66.77
RACHFORD HARRIS,british,76.373
GREGORY M SHEPARD,british,36.75
ARTHUR H VOSS,danish,22.79
NEAL B FREEMAN,british,67.13
JOHN B DE NAULT III,british,44.44
WILLIAM J PAPE II,british,43.984
NORMAN C RASMUSSEN,danish,91.457
CRAIG I FIELDS,british,81.367
ORVILLE D GAITHER SR,else,46.432
EGON PS ZEHNDER,german,73.093
LEIF H OLSEN,danish,96.512
MARTIN F PURIS,else,45.356
MARY KAY HABEN,british,57.979
RANDALL F BELLOWS,british,77.838
RICHARD B CHENEY,british,32.477
JOSEPH A CIFFOLILLO,else,50.931
LORD CLITHEROE,british,75.245
GLENDON E JOHNSON,nigerian,34.576
BRETT E. WILCOX,british,83.254
MARVIN H ASSOFSKY,else,50.062
NORMAN E CROCKER,british,76.218
EDWIN J GARN,dutch,33.758
CARL F GEUTHER,german,42.153
LINDA JENCKES,british,36.195
LYNN G MERRITT,british,76.143
JAMES L MOOREFIELD,dutch,43.525
SCOTT L STANTON,british,92.539
LONNIE R WRIGHT,british,29.733
LAWRENCE L HORSCH,german,52.856
CHARLES J ASCHAUER,british,28.314
ANTONIE T KNOPPERS,dutch,99.022
RICHARD D SPIZZIRRI,italian,28.563
WILLIAM S BARRACK JR,british,58.86
EDGAR F CODD,else,51.675
DIXIE L LEAVITT,else,50.678
D N ROSE,british,40.939
W WHITLEY HAWKINS,else,35.899
WILLIAM R LUMMIS,british,63.959
JEREMIAH E CASEY,else,67.637
JUANITA T JAMES,else,29.309
THOMAS J MCHUGH,danish,52.334
ROCCO J MARANO,italian,64.883
DAVID E WIT,british,31.263
JOHN L MUETHING,british,49.306
DALE A SPENCER,british,75.332
BETTY RUTH HOLLANDER,british,92.542
CLIFFORD M HAMES,british,84.796
HERMAN B MCMANAWAY,else,52.343
LIVIO M BORGHESE,italian,92.86
CONSTANTINE G CARAS,romanian,61.348
MARIANNE K SMYTHE,danish,49.935
STEVEN D JELLINEK,british,76.437
TOM LONG,chinese,94.737
JOSEPH VAN POPPELEN,dutch,96.587
WILLIAM G COMBS,british,71.782
GH SAITO,japanese,41.295
EDWARD E JOHNSTON,british,82.095
FRED E TROTTER,swedish,53.343
WILLIAM C. STIVERS,british,75.257
JAMES W COMPTON,british,88.572
GEORGE E JOHNSON,else,22.138
EDWARD NEVILLE ISDELL,british,55.232
THOMAS I. MORGAN,else,30.418
JOHN M BELK,british,29.148
H W BELK,else,60.04
FRED S. KLIPSCH,german,71.062
H REID JONES,else,34.89
SUSAN V BERRESFORD,danish,37.87
W LAWRENCE HEISEY,german,34.495
MARTIN E HANAKA,zimbabwean,80.708
GERRISH H MILLIKEN,else,35.316
H KEITH H BRODIE,else,65.302
ROGER K SMITH,british,79.422
JOHN A HERDEG,british,16.889
DEAN O MORTON,british,83.185
GORDON D WHITENER,british,51.124
DAVID S. JOHNSON,british,31.579
PAUL CHRISTIANO,french,22.444
JOSEPH R. CANION,british,45.714
WILLIAM B. SUMMERS JR.,else,90.23
STANLEY D ROSENBERG,else,17.698
JAMES I. ROBERTSON,british,48.204
ROBERT D SIFF,german,19.385
L G HARDMAN III,else,80.565
HERBERT STOCKHAM,german,81.198
DOUGLAS K CHAPMAN,british,83.765
NELSON A. DIAZ,spanish,66.059
ARTHUR A DUGONI,zimbabwean,81.899
PAUL S BACHOW,british,51.928
BARRY H FEINBERG,dutch,29.001
BRUCE C GOTTWALD JR,british,28.893
GENEVA B JOHNSON,else,35.046
DAVID B HELLER,danish,17.41
JOHN N LATTER,british,59.864
GERALD E MORRIS,british,77.835
ERIC LOMAS,french,64.099
RICHARD D HILL,british,89.227
JAMES N LAND JR,else,61.938
JOSEPH J SISCO,else,61.708
CHARLES E YOUNG,british,80.34
JULES B KROLL,dutch,33.657
LARRY D. PINKSTON,british,81.466
MORTON B SILBERMAN,else,41.9
ROBERT CLEMENTS,dutch,38.262
JAMES B ADAMSON,else,45.103
GORDON C GRAY,british,72.141
MERTON J. SEGAL,british,40.674
ROBERT N THURSTON,british,87.611
B BLAIR VEDDER JR,dutch,93.625
DAVID K. PAGE,british,68.652
HERBERT TYNER,german,45.42
DANIEL S GREGORY,british,19.991
DWIGHT H HIBBARD,else,27.764
GORDON C LUCE,british,52.719
TIMOTHY F FINLEY,british,92.709
ROBERT J DONACHIE,british,82.902
RONALD M POPEIL,british,56.584
MELVIN B WOLZINGER,german,46.39
JAMES T DOLUISIO,else,48.201
DAVID A. WOLFORT,british,23.764
RALPH DELLA RATTA,indian,22.466
MARTIN H. ELRAD,danish,68.46
HOWARD GOLDSTEIN,else,33.259
S RODGERS BENJAMIN,swedish,47.681
ROBERT L BOYLE,british,37.912
ELINOR J FERDON,danish,36.51
JOSEPH M TABAK,else,64.558
JAMES C BRADY JR,british,43.229
FRED G HARVEY,else,41.984
FRANCIS J MERTZ,danish,55.552
HENRY S PATTERSON II,else,50.775
RAYMOND SILVERSTEIN,dutch,40.703
WILLIAM N JONES,british,71.23
JACK M OSTROW,dutch,49.654
MYLES H TANENBAUM,else,31.364
BERNARD J EBBERS,dutch,66.478
SCOTT D SULLIVAN,british,87.21
CARL J AYCOCK,swedish,67.118
JOHN C. MOLINA,else,33.385
CHARLES Z. FEDAK,polish,37.453
SALLY K. RICHARDSON,british,84.16
KAREN L. PLETZ,german,35.047
ROY H CULLEN,british,74.592
FRED F NAZEM,else,82.915
THOMAS A SCULLY,british,71.58
STEPHEN F WIGGINS,british,89.109
ROBERT B MILLIGAN JR,british,69.248
MARCIA J RADOSEVICH,else,29.938
BENJAMIN H SAFIRSTEIN,german,26.356
PETER J KALLET,danish,79.009
WHITNEY D PIDOT,else,45.514
WILLIAM M TUCK,else,34.637
GEORGIA S DERRICO,romanian,20.088
R QUINTUS ANDERSON,danish,24.624
DAVID E HARDEN,british,43.926
CHARLEEN M CHASE,french,18.752
ROBERT H GARDINER,swedish,26.337
CHARLES H ABBOTT,british,71.974
LYNDEL J WISHCAMPER,british,73.332
KATHRYN M WEARE,british,85.612
E JAMES DUFOUR,british,34.47
A DRUE JENNINGS,dutch,39.569
WILLIAM H CLARK,british,71.635
JUANITA P BARANCO,spanish,49.719
ARMAN SIMONE,italian,36.193
PETER W STROH,else,22.542
JOSEPH L HUDSON JR,else,93.882
EDWIN E EPSTEIN,dutch,48.766
EDWARD E LUCENTE,spanish,26.338
JOHN DC LITTLE,british,64.327
C. KEVIN MCARTHUR,else,89.382
PHILIP S SCHLEIN,german,54.748
RICHARD A MANDELL,british,84.633
PAUL FRIEDMAN,british,60.373
STEPHEN J KEANE,british,54.289
HARRISON SHULL,british,62.002
RICHARD C STEADMAN,british,75.879
JACK A ROUNICK,british,52.333
HERVE DEFFOREY,french,97.729
ELIAS P GYFTOPOULOS,greek,98.483
FRANK E MORRIS,else,27.292
DONALD E NOBLE,zimbabwean,57.19
ROGER D WELLINGTON,british,92.356
EUGENE A SALVADORE,italian,33.577
JOHN J SHEEHAN,british,42.907
MICHAEL J HIEMSTRA,dutch,76.062
JENNINGS R LAMBETH,danish,41.019
PIERRE F DE RAVEL D'ESCLAPON,french,97.739
MICHAEL G ABERCROMBIE,british,42.211
ROBERT D BURRIS,british,34.811
R FRANKLIN BALOTTI,italian,78.779
MICHAEL B EMERY,german,16.171
SARAH I GORE,zimbabwean,95.924
RICHARD R. PETTINGILL,british,86.117
JAMES C JOHNSON,british,57.752
WESTON E NELLIUS,nigerian,61.615
GREG L REYES JR,else,91.395
JAMES E SMITH JR,british,58.686
J HUNTER BROWN,else,75.928
JEAN B KEFFELER,french,65.734
JOHN E STEURI,greek,24.615
JOHN W VESSEY,british,62.698
CHARLES D LEIN,british,48.929
JULIANA CHUGG,else,78.047
WILL M STOREY,british,38.438
C STEPHENSON GILLISPIE JR,british,41.388
WILLIAM R HARVEY,british,75.517
ELIZABETH G HELM,danish,26.62
L PATTON KLINE,british,63.558
ROBERT F JACKSON JR,british,63.969
GRANT A DOVE,british,69.989
MICHAEL P CULLINANE,french,36.48
PAUL L HUMENANSKY,british,42.422
ANDREW J FILIPOWSKI,british,36.171
STEVEN D DEVICK,british,95.817
ANTHONY J TORCASIO,else,76.537
MURRAY L WEIDENBAUM,german,90.615
DAVID R DECATUR,else,49.51
JAMES D MASSEY,british,77.541
DENNIS E MURRAY SR,else,78.596
M PHIL HATHAWAY,british,32.982
DEANNA L. CANNON,british,83.045
PETER B BEDFORD,danish,27.59
MARK C DAVIS,british,36.33
PAUL B MACCREADY,british,47.602
GEORGE J MASON,else,40.945
RUDOLPH GRUA,german,17.659
L WILLIAM MILES,british,70.488
GREG A ROSENBAUM,danish,53.861
THEODORE A RUPPERT,german,63.283
RUSSELL B NEWTON JR,british,51.16
JOHN J QUINDLEN,british,69.786
WALTER L REVELL,british,26.616
ROBERT A VUKOVICH,russian,24.119
PETER M ROGALIN,else,39.183
ROBERT W LOY,british,72.482
ANTHONY A RASCIO,italian,78.005
EDWARD BROWDER,british,72.09
JAMES T VANDERSLICE,else,52.605
LOUIS GIGNAC,french,94.227
PETER A BROOKE,german,24.583
JEANNE S STEWART,british,71.564
BRIAN M. LEVITT,british,77.247
GEORGE A ZETTLER,else,43.768
C ANTHONY WAINWRIGHT,british,46.254
GEORGE M GIBSON,british,52.211
FRANK STANTON,british,43.371
W MARSTON BECKER,german,89.071
ROBERT H JEFFREY,british,83.443
WARREN R LYONS,british,52.542
JAMES K MCWILLIAMS,else,71.468
WILLIAM J SHEPHERD,british,72.156
SUSAN HENRY,british,77.975
BERTRAM J COHN,german,66.749
JOHN C COLMAN,british,54.959
HOWARD W MOORE,british,46.313
PIERRE S BONELLI,french,84.799
ROBERT P DILWORTH,british,82.747
HORACE H TSIANG,else,36.254
GEORGE M PERRIN,british,40.89
CARL D THOMA,swedish,83.833
JOHN P SEIBELS,danish,35.93
RICHARD G TRUB,else,27.019
KENNETH J FEDESNA,else,61.842
WILLIAM E MCKENNA,else,66.428
ROBERT T KNIGHT,british,58.392
GLENN T AUSTIN JR.,else,75.02
JAMES R SWARTZ,british,61.665
CAROL A FARMER,british,73.482
HAROLD W BUIRKLE,dutch,42.155
ROGER H MORLEY,british,76.834
JAMES W STEVENS,british,73.128
THOMAS W WILSON JR,else,48.212
DAVID P. BOLGER,hungarian,30.734
WILLIAM A ANDRES,else,55.987
GLORIA JOSEPH,nigerian,84.161
DAVID V WACHS,british,62.714
WARREN POTASH,british,45.085
SIDNEY R KNAFEL,else,67.623
DEL MINTZ,german,17.976
HARLAN D DOUGLASS,british,51.646
RONALD D CROCKETT,british,75.313
PHILIP M YOUNG,british,68.744
SHERMAN N BAKER,pakistani,33.966
MELVIN M ROSENBLATT,british,73.385
J CHRISTOPHER CLIFFORD,british,80.193
ERVIN D CRUCE,else,45.74
NANCY RYAN,else,67.803
JOHN M. CASSADAY,else,43.724
PETER GODFREY,british,49.11
FELIX DENNIS,british,27.879
JOSEPH M WALSH,else,90.43
JOHN W AMERMAN,british,36.255
HUGH W. SLOAN JR.,else,57.104
WILLIAM D CVENGROS,danish,25.574
COCHRANE CHASE,zimbabwean,31.485
H DAVID BRIGHT,else,45.072
ALLYN L LEVY,british,60.802
LAWRENCE K. DOLL,else,40.226
J. PAUL MCNAMARA,else,53.848
SALVATORE J BONANNO,italian,98.588
MARY K. WEDDLE,british,68.526
HENRY W PASCARELLA,italian,59.365
C GERALD GOLDSMITH,british,27.463
GREGORY J. SZABO,else,26.988
JEROME FISHER,french,47.847
SALVATORE M SALIBELLO,italian,97.682
TIBOR FABIAN,hungarian,97.188
STUART J HERSHON,british,89.493
WILLIAM J BARRETT,british,88.609
J FRANK KELLER,danish,58.146
A RALPH REED,danish,27.126
C ROBERT BUFORD,french,31.089
HENNIE LJM GIESKES,dutch,41.372
WILLIAM W GRANT III,british,71.565
JAMES T RODGERS,british,93.939
PHILIPPE SE SCHREIBER,french,86.994
S CRUMP,dutch,48.905
EDWARD J. FIERKO,polish,85.332
CLIFFORD H. SCHWIETER,british,24.674
ARNOLD J WASSERMAN,dutch,25.2
RAYMOND K MASON SR,else,84.961
PATRICK J WARD,british,45.323
E LEE WALKER,else,75.431
HALEY R BARBOUR,british,54.085
FRANK W. MARESH,danish,22.862
GEORGE N RIORDAN,romanian,59.497
TIMOTHY R. G. SEAR,british,92.893
BERNARD J BANNAN,else,71.29
T BARNES DONNELLEY,else,47.049
BARTLETT BURNAP,hungarian,95.92
STEPHEN A GREYSER,british,69.266
BURTON C PERFIT,turkish,54.63
ROBERT P RITTEREISER,german,30.841
MICHAEL DELONG,chinese,83.407
PAUL L. WHITING,dutch,46.558
THOMAS M HUNT,british,78.573
NORMAN BARKER JR,else,74.573
BENNO P LOTZ,danish,56.71
CHASE N PETERSON,danish,27.273
DALE M HANSON,else,52.376
THOMAS H LENAGH,british,29.954
RICHARD W STARR,british,56.831
JEAN-FRANCOIS KURZ,french,95.367
E STANLEY KROENKE,dutch,72.848
FREDERICK S HUMPHRIES,british,86.813
GERALD N GASTON,british,48.772
JAMES F JORDEN,british,58.836
GEORGE E WILLIAMSON II,nigerian,41.388
NICHOLAS A BUONICONTI,italian,80.535
PETER J DOLARA,else,27.013
EUGENE M MATALENE JR,else,76.696
WILLIAM H ALLEN JR,british,52.321
DARYL L JONES,else,40.712
